InChI.Key,analyte.x,Pr(>Chisq)_overall,DO_p.value,pH_p.value,pH:DO_p.value,BinBase.name,PubChem,KEGG,SMILES,analyte.y,Annotation,logFC_HL,logFC_LH,logFC_LL,logRSDfc_HL,logRSDfc_LH,logRSDfc_LL,CohenD_HL_effect,Mag_HL_effect,CI_inf_HL_effect,CI_sup_HL_effect,CohenD_LH_effect,Mag_LH_effect,CI_inf_LH_effect,CI_sup_LH_effect,CohenD_LL_effect,Mag_LL_effect,CI_inf_LL_effect,CI_sup_LL_effect
ADWDFBQPQIEGRZ-XBICFDGKSA-N,PE..p.36.4..or.PE..o.36.5.,0.288819704893723,0.0695004647739652,0.909229259793163,0.671624578379621,PE (p-36:4) or PE (o-36:5) ,53480870,NA,CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,5.76_724.53,PE..p.36:4..or.PE..o.36:5.,0.296168028223367,-0.0437138067803584,0.503799254563971,0.670952173893162,0.0985891798887035,0.262732035507591,-0.331757799619451,small,-1.06450396295575,0.400988363716844,0.0661713700577825,negligible,-0.661784823294642,0.794127563410207,-0.682552239293464,medium,-1.44490712278067,0.0798026441937439
AEMRFAOFKBGASW-UHFFFAOYSA-N,glycolic.acid,0.0185859349518747,0.0188107611066513,0.172806326643304,0.104462623399814,glycolic acid,757,C00160,C(C(=O)O)O,glycolic.acid,glycolic.acid,-0.0963550638951354,0.327000890065138,-0.131684158668053,0.10614151063346,-0.509073760910392,-0.0117576059380475,0.185013578331476,negligible,-0.544298764627891,0.914325921290842,-0.772942944283111,medium,-1.54119204051491,-0.00469384805130846,0.262791709489986,small,-0.46809975701769,0.993683175997663
AGPKZVBTJJNPAG-WHFBIAKZSA-N,isoleucine,0.0986809845993456,0.579245663870405,0.0489132075135605,0.951646343673235,isoleucine,6306,C00407,CC[C@H](C)[C@@H](C(=O)O)N,isoleucine,isoleucine,-0.0662594375585428,-0.331380201582055,-0.436911482389862,-0.81695594725507,-0.289098068093976,-0.708021131765293,0.114766615339597,negligible,-0.613589294383867,0.84312252506306,0.496087494849688,small,-0.256318194281694,1.24849318398107,0.692383313184679,medium,-0.05686169350893,1.44162831987829
AHANXAKGNAKFSK-PDBXOOCHSA-N,FA..20.3...eicosatrienoicacid.,0.955499182163311,0.954216091587953,0.811598231301505,0.69921562378151,FA (20:3) (eicosatrienoicacid) ,5312529,C16522,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,2.47_305.25,FA..20:3...eicosatrienoicacid.,0.145175958549411,0.0458269087670615,0.0314973222745323,0.0321415692223104,-0.259681352169603,-0.18477429330305,-0.153341564428655,negligible,-0.882167351581162,0.575484222723852,-0.0534445641982096,negligible,-0.781331530356193,0.674442401959774,-0.0357787592329911,negligible,-0.77694409740389,0.705386578937908
AHLPHDHHMVZTML-BYPYZUCNSA-N,ornithine,0.540396724616012,0.4737135464354,0.331696315899668,0.955019520919006,ornithine,6262,C00077,C(C[C@@H](C(=O)O)N)CN,ornithine,ornithine,0.279653631866458,-0.382142936734999,-0.138864436147347,0.555350726924629,0.0553826758361184,0.418900118573302,-0.304631030531491,small,-1.03659691250914,0.427334851446154,0.527191769324897,medium,-0.226662919508544,1.28104645815834,0.169906540867722,negligible,-0.559162401456023,0.898975483191467
ANKCYRKQDLQXGL-MRDDHZETSA-N,PC..30.1.,0.0229796230429243,0.0312125289018723,0.171632126026564,0.579691649984729,PC (30:1) ,52922250,C00157,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C,4.64_704.52,PC..30:1.,0.797645173395962,0.409143571037298,1.38329795300062,-0.129948762844517,0.229220335115825,-0.0833917611550969,-0.776905987791131,medium,-1.53161773004161,-0.0221942455406517,-0.350092862130821,small,-1.08340357715101,0.383217852889373,-1.21067048119388,large,-2.01673965973779,-0.404601302649976
ANRKEHNWXKCXDB-BHFWLYLHSA-N,PE..38.4..B,0.364022399799325,0.0992528227857411,0.629472010213169,0.932340292145239,PE (38:4) B ,5289133,NA,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,5.89_766.54,PE..38:4..B,0.204927917119658,0.0543044476380299,0.323309536899659,0.376941315896212,0.465095137259346,0.422258164436363,-0.453444563524303,small,-1.19049451328106,0.283605386232458,-0.117374609258344,negligible,-0.845758033370252,0.611008814853564,-0.69355373098812,medium,-1.45658919036693,0.0694817283906937
ASWBNKHCZGQVJV-HSZRJFAPSA-N,LPC..16.0.,0.246314319169198,0.175375376968299,0.199536645780751,0.512045240040009,LPC (16:0) ,460602,C04230,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1.51_554.34,LPC..16:0.,0.174456115561435,0.157220360159601,0.636819693915848,-0.682510839769231,0.219867291025035,-0.160364318305422,-0.235970443821441,small,-0.966255798373533,0.494314910730651,-0.157641199570889,negligible,-0.886527713323946,0.571245314182169,-0.730369619292476,medium,-1.49575705236976,0.0350178137848087
ASWBNKHCZGQVJV-HSZRJFAPSA-N,LPC..16.0.,0.246314319169198,0.175375376968299,0.199536645780751,0.512045240040009,LPC (16:0) ,460602,C04230,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1.64_496.34,LPC..16:0.,0.0839453571834063,0.241367341278544,0.772970300791352,-0.697221061375417,0.205442312526934,-0.339702453906444,-0.0833547641255944,negligible,-0.811427783296542,0.644718255045353,-0.179059282079683,negligible,-0.908273226794751,0.550154662635385,-0.704237714768365,medium,-1.46794392948454,0.0594684999478139
ATHGHQPFGPMSJY-UHFFFAOYSA-N,spermidine,0.746162857078674,0.489383521898055,0.410042330749361,0.931029101032456,spermidine,1102,C00315,C(CCNCCCN)CN,spermidine,spermidine,0.15091411991618,-0.261979043109898,-0.0354865975833718,-0.433686010810708,-0.515197758155239,-0.461944643482651,-0.134351564707021,negligible,-0.862929177142279,0.594226047728238,0.223937439836988,small,-0.519485105834276,0.967359985508251,0.0312700517008133,negligible,-0.69653148122412,0.759071584625747
ATTCDOPAYPGSLE-LQULQHAGSA-N,PC..p.38.5..or.PC..o.38.6.,0.133492129371146,0.0623510525413984,0.194202890045741,0.727820977416308,PC (p-38:5) or PC (o-38:6) ,53479121,C00157,CCCCCCCC/C=C\CCCCCC/C=C\OC(COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C,5.31_850.60,PC..p.38:5..or.PC..o.38:6.,0.281644703200516,0.181340172357199,0.608360219623487,-0.310316986955058,0.215397528579736,0.093920855538336,-0.508706165015489,medium,-1.24814019412509,0.230727864094114,-0.267708118349128,small,-0.998717697973265,0.463301461275009,-0.914301464145683,large,-1.69312224396034,-0.135480684331028
AVXURJPOCDRRFD-UHFFFAOYSA-N,hydroxylamine,0.395267339385029,0.113588842071151,0.934171633018983,0.602129555875616,hydroxylamine,787,C00192,NO,hydroxylamine,hydroxylamine,-0.124949372772917,0.047953275361504,-0.200030728758062,0.473459318313445,-0.453369281080563,0.554593175489018,0.264750044956818,small,-0.466188209068847,0.995688298982483,-0.13850818676,negligible,-0.880501326543936,0.603484953023936,0.412079697933762,small,-0.32336056528376,1.14751996115128
AWUCVROLDVIAJX-UHFFFAOYSA-N,glycerol.alpha.phosphate,0.75885795187283,0.685145561174033,0.655892391887513,0.601329749260641,glycerol-alpha-phosphate,754,C03189,C(C(COP(=O)(O)O)O)O,glycerol.alpha.phosphate,glycerol.alpha.phosphate,-0.696647239691199,-0.735318653918405,-0.698499461079125,-1.56140950732849,-0.735316655394813,-1.22091467660831,0.247957314645043,small,-0.482590926523717,0.978505555813804,0.244712613164124,small,-0.499158833536888,0.988584059865137,0.245410539509868,small,-0.485080766263033,0.975901845282768
AYFVYJQAPQTCCC-GBXIJSLDSA-N,threonine,0.64233090818334,0.342458261357515,0.776360856315107,0.459404307948735,threonine,6288,C00188,C[C@H]([C@@H](C(=O)O)N)O,threonine,threonine,0.0377683395948587,-0.193685696615781,0.114842294388016,0.160618513509614,-0.206336239214703,0.263995598439093,-0.0561305309016599,negligible,-0.784030881413661,0.671769819610342,0.320556041280295,small,-0.425288842930041,1.06640092549063,-0.162689724687355,negligible,-0.891649678744221,0.56627022936951
AYXGHIQPMDYMJC-AHMBLZLYSA-N,PC..35.3.,0.176974292887415,0.129286523594257,0.353927497100192,0.918395144223184,PC (35:3) ,52924614,C00350,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,5.15_770.57,PC..35:3.,0.607203827832516,0.389698266088553,0.902569533619022,1.14738902450349,0.985955525820208,1.01889589036421,-0.631683744031102,medium,-1.3773695099108,0.114002021848597,-0.473759610908361,small,-1.2116550344528,0.26413581263608,-0.95727721399181,large,-1.73963091708866,-0.174923510894961
BBNHCUBQEQJHIG-FZZJNMCHSA-N,LPC..20.3.,0.201536286218158,0.122935171001161,0.190470589336435,0.601014257795229,LPC (20:3) ,52924055,NA,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1.55_546.36,LPC..20:3.,0.0711290693843853,0.23307312800037,0.762519832402758,-0.483226272714211,0.30832437336423,-0.11884129119205,-0.0928093180613733,negligible,-0.820958057782162,0.635339421659415,-0.228097979193047,small,-0.958217717755837,0.502021759369743,-0.868363505303164,large,-1.64357071332368,-0.0931562972826513
BBNHCUBQEQJHIG-FZZJNMCHSA-N,LPC..20.3.,0.201536286218158,0.122935171001161,0.190470589336435,0.601014257795229,LPC (20:3) ,52924055,NA,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1.45_604.36,LPC..20:3.,0.135958348814805,0.10558777394319,0.405146079549484,-0.294334908782319,0.414346512820275,0.317332068093539,-0.360284520156234,small,-1.09392197499555,0.373352934683083,-0.212628558834254,small,-0.942439129790648,0.51718201212214,-0.828893869017997,large,-1.60113249214972,-0.056655245886277
BGWGXPAPYGQALX-ARQDHWQXSA-N,fructose.6.phosphate,0.76441726877829,0.930262587205121,0.429154172734917,0.84325414133318,fructose-6-phosphate,440641,C05345,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O,fructose.6.phosphate,fructose.6.phosphate,-0.0328226558944467,0.171171577620719,0.199602628654837,-0.335503726146952,-0.240182983935481,0.412110051441597,0.0582489774917724,negligible,-0.669662392051081,0.786160347034626,-0.298100040542687,small,-1.04330600937079,0.447105928285415,-0.266152610200675,small,-0.997124585201933,0.464819364800583
